week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
9/1/24,TV (Non-English),8,Romance in the House,Romance in the House: Limited Series,12200000,0,1500000,4,TRUE,"[{""episodesLaunched"":8,""countryList"":[""SZ"",""CF"",""PL"",""RU"",""EG"",""FK"",""LC"",""BM"",""MX"",""HU"",""TZ"",""DO"",""HM"",""JM"",""CV"",""PA"",""SL"",""MZ"",""ZW"",""GY"",""AG"",""SE"",""BZ"",""SN"",""RS"",""MQ"",""TG"",""JE"",""UG"",""AQ"",""FM"",""PM"",""CR"",""IE"",""TR"",""CL"",""MC"",""AF"",""SI"",""DJ"",""GT"",""MS"",""BQ"",""KN"",""JO"",""BO"",""MH"",""AE"",""RO"",""GM"",""NL"",""GU"",""AL"",""VI"",""SS"",""LB"",""CZ"",""DK"",""MR"",""EH"",""AS"",""SM"",""LV"",""KG"",""BF"",""SD"",""NE"",""PE"",""AI"",""TD"",""FR"",""YT"",""MT"",""US"",""AO"",""PT"",""LS"",""MG"",""SV"",""UA"",""HR"",""MF"",""VE"",""SK"",""KW"",""NI"",""FO"",""YE"",""BY"",""NO"",""BW"",""BJ"",""GA"",""BG"",""GF"",""GR"",""AR"",""BE"",""AM"",""AW"",""RW"",""ST"",""RE"",""SH"",""GB"",""IT"",""CD"",""FI"",""ZM"",""TT"",""GW"",""SR"",""LY"",""UY"",""CO"",""AD"",""NA"",""AZ"",""NG"",""SO"",""MP"",""IO"",""MU"",""ES"",""OM"",""TC"",""LU"",""TN"",""ER"",""ET"",""CI"",""KY"",""DM"",""ME"",""LT"",""IQ"",""HT"",""GN"",""IR"",""BH"",""KE"",""GE"",""ZA"",""BB"",""TJ"",""QA"",""GS"",""TM"",""IS"",""CW"",""MA"",""ML"",""DZ"",""PR"",""UZ"",""LI"",""CA"",""GG"",""GQ"",""VA"",""AT"",""EC"",""HN"",""BA"",""BI"",""MK"",""VC"",""IL"",""CU"",""SA"",""PK"",""GI"",""DE"",""KM"",""BL"",""CY"",""PY"",""PW"",""BR"",""CH"",""KZ"",""PS"",""IM"",""BS"",""SX"",""GP"",""GL"",""VG"",""CG"",""LR"",""MD"",""MW"",""GH"",""SC"",""CM"",""EE"",""GD""]},{""episodesLaunched"":7,""countryList"":[""CC"",""AU"",""KI"",""ID"",""TL"",""UM"",""MO"",""NP"",""NF"",""BD"",""MY"",""CK"",""LK"",""MM"",""PG"",""NC"",""TO"",""PN"",""NU"",""BT"",""IN"",""JP"",""CX"",""PH"",""PF"",""KR"",""MV"",""WS"",""NR"",""BN"",""VN"",""LA"",""WF"",""SG"",""SB"",""VU"",""MN"",""HK"",""TH"",""TV"",""NZ"",""TW"",""KH"",""FJ"",""TK""]}]"
9/1/24,TV (Non-English),9,Baby Fever,Baby Fever: Season 2,4400000,3.1167,1400000,1,FALSE,
9/1/24,TV (Non-English),10,Back to 15,Back to 15: Season 3,5100000,3.9667,1300000,2,FALSE,
8/25/24,Films (English),1,The Union,N/A,73800000,1.8167,40600000,2,FALSE,
8/25/24,Films (English),2,Incoming,N/A,15000000,1.5167,9900000,1,FALSE,
8/25/24,Films (English),3,Untold: The Murder of Air McNair,N/A,8200000,0.9833,8300000,1,FALSE,
8/25/24,Films (English),4,Migration,N/A,11500000,1.3833,8300000,1,FALSE,
8/25/24,Films (English),5,Kingsman: The Secret Service,N/A,10900000,2.1667,5000000,3,FALSE,
8/25/24,Films (English),6,Tòkunbọ̀,N/A,9300000,1.8833,4900000,1,FALSE,
8/25/24,Films (English),7,The Emoji Movie,N/A,7000000,1.45,4800000,2,FALSE,
8/25/24,Films (English),8,Lucy,N/A,6500000,1.4833,4400000,1,FALSE,
8/25/24,Films (English),9,Night School,N/A,7200000,1.85,3900000,2,FALSE,
8/25/24,Films (English),10,Kingsman: The Golden Circle,N/A,9100000,2.3667,3800000,3,FALSE,
8/25/24,Films (Non-English),1,I Can't Live Without You,N/A,8100000,1.6333,5000000,2,FALSE,
8/25/24,Films (Non-English),2,Kalki 2898 AD (Hindi),N/A,13100000,2.9333,4500000,1,FALSE,
8/25/24,Films (Non-English),3,Nice Girls,N/A,6600000,1.5333,4300000,1,FALSE,
8/25/24,Films (Non-English),4,Mission: Cross,N/A,4500000,1.75,2600000,3,FALSE,
8/25/24,Films (Non-English),5,Lolo and the Kid,N/A,3600000,1.6167,2200000,3,FALSE,
8/25/24,Films (Non-English),6,Phir Aayi Hasseen Dillruba,N/A,3300000,2.2167,1500000,3,FALSE,
8/25/24,Films (Non-English),7,Under Paris,N/A,2000000,1.7333,1200000,12,FALSE,
8/25/24,Films (Non-English),8,Maharaja,N/A,2700000,2.35,1100000,7,FALSE,
8/25/24,Films (Non-English),9,Indian 2,N/A,3000000,2.7667,1100000,3,FALSE,
8/25/24,Films (Non-English),10,Pretty Guardian Sailor Moon Cosmos The Movie,Pretty Guardian Sailor Moon Cosmos The Movie: 前編・後編,2200000,2.7,800000,1,FALSE,
8/25/24,TV (English),1,Emily in Paris,Emily in Paris: Season 4,42100000,2.8333,14900000,2,FALSE,
8/25/24,TV (English),2,American Murder: Laci Peterson,American Murder: Laci Peterson: Season 1,28200000,2.6667,10600000,2,FALSE,
8/25/24,TV (English),3,Wyatt Earp and The Cowboy War,Wyatt Earp and The Cowboy War: Season 1,15200000,3.8667,3900000,1,FALSE,
8/25/24,TV (English),4,The Umbrella Academy,The Umbrella Academy: Season 4,20100000,5.6667,3500000,3,FALSE,
8/25/24,TV (English),5,Love Is Blind: UK,Love Is Blind: UK: Season 1,28300000,10.7833,2600000,3,FALSE,
8/25/24,TV (English),6,Dark Winds,Dark Winds: Season 1,10000000,4.35,2300000,1,FALSE,
8/25/24,TV (English),7,Emily in Paris,Emily in Paris: Season 1,10400000,4.8167,2200000,6,FALSE,
8/25/24,TV (English),8,Emily in Paris,Emily in Paris: Season 3,11600000,5.5,2100000,7,FALSE,
8/25/24,TV (English),9,Lost,Lost: Season 1,36800000,17.85,2100000,1,FALSE,
8/25/24,TV (English),10,Matt Rife: Lucid - A Crowd Work Special,N/A,1700000,0.9,1900000,2,FALSE,
8/25/24,TV (Non-English),1,The Accident,The Accident: Season 1,76600000,7.3667,10400000,1,FALSE,
8/25/24,TV (Non-English),2,Love Next Door,Love Next Door: Limited Series,14800000,4.9167,3000000,2,FALSE,
8/25/24,TV (Non-English),3,Back to 15,Back to 15: Season 3,8400000,3.9667,2100000,1,FALSE,
8/25/24,TV (Non-English),4,The Frog,The Frog: Limited Series,15200000,7.7333,2000000,1,FALSE,
8/25/24,TV (Non-English),5,Romance in the House,Romance in the House: Limited Series,10500000,0,1800000,3,TRUE,"[{""episodesLaunched"":5,""countryList"":[""ID"",""KR"",""CC"",""TV"",""VN"",""BD"",""MY"",""TL"",""TK"",""MO"",""AU"",""KI"",""NU"",""PG"",""WF"",""VU"",""LA"",""LK"",""PN"",""UM"",""BT"",""NZ"",""NP"",""CK"",""MM"",""SB"",""MV"",""TW"",""WS"",""PF"",""FJ"",""PH"",""MN"",""BN"",""TO"",""NR"",""SG"",""KH"",""NC"",""HK"",""IN"",""CX"",""TH"",""NF"",""JP""]},{""episodesLaunched"":6,""countryList"":[""CG"",""MW"",""SL"",""MU"",""CZ"",""CY"",""SN"",""IQ"",""BS"",""HR"",""LB"",""CR"",""AZ"",""BG"",""LS"",""HM"",""NI"",""MF"",""VI"",""KN"",""LR"",""VG"",""CA"",""BH"",""CF"",""NG"",""US"",""SO"",""AF"",""PK"",""TG"",""GM"",""BY"",""IT"",""IE"",""LC"",""HN"",""MZ"",""AE"",""PL"",""MH"",""PA"",""SD"",""CM"",""AO"",""GN"",""DM"",""MP"",""SE"",""DE"",""GB"",""PY"",""LV"",""GW"",""MX"",""ET"",""BI"",""QA"",""GT"",""IL"",""UG"",""GR"",""TC"",""RO"",""NA"",""BB"",""PW"",""LI"",""UY"",""ZA"",""BJ"",""RE"",""CI"",""UA"",""BR"",""PS"",""RW"",""CH"",""ES"",""YE"",""GG"",""MG"",""CW"",""KY"",""SK"",""PE"",""GD"",""KZ"",""IM"",""BO"",""AM"",""IS"",""NE"",""AL"",""KG"",""VE"",""IR"",""TD"",""JM"",""SV"",""MR"",""PR"",""IO"",""UZ"",""TN"",""AI"",""NO"",""BM"",""SM"",""FM"",""DK"",""KW"",""HU"",""YT"",""BW"",""ZW"",""AQ"",""GI"",""SR"",""LY"",""GY"",""NL"",""AT"",""TM"",""TJ"",""TT"",""MS"",""SZ"",""GS"",""JE"",""CO"",""TZ"",""SA"",""RU"",""ME"",""HT"",""GL"",""BA"",""ZM"",""GQ"",""GE"",""MK"",""AD"",""RS"",""LT"",""VA"",""MT"",""FR"",""SH"",""KM"",""GA"",""MQ"",""BZ"",""AG"",""OM"",""KE"",""BF"",""GF"",""DJ"",""BE"",""BL"",""CV"",""AR"",""PT"",""MC"",""SC"",""GP"",""ER"",""FI"",""MD"",""CU"",""EG"",""ML"",""CL"",""ST"",""MA"",""FO"",""BQ"",""SS"",""GH"",""VC"",""AW"",""JO"",""SI"",""LU"",""PM"",""EH"",""SX"",""GU"",""TR"",""EE"",""FK"",""CD"",""DO"",""EC"",""AS"",""DZ""]}]"
8/25/24,TV (Non-English),6,Terror Tuesday: Extreme,Terror Tuesday: Extreme: Season 1,9500000,5.6833,1700000,1,FALSE,
8/25/24,TV (Non-English),7,KENGAN ASHURA,KENGAN ASHURA: Season 2,12000000,11.8167,1000000,4,FALSE,
8/25/24,TV (Non-English),8,Tokyo Swindlers,Tokyo Swindlers: Season 1,5500000,6.15,900000,5,FALSE,
8/25/24,TV (Non-English),9,Elite,Elite: Season 8,5100000,6.4333,800000,5,FALSE,
8/25/24,TV (Non-English),10,Miss Night and Day,Miss Night and Day: Limited Series,12400000,0,800000,10,TRUE,"[{""episodesLaunched"":14,""countryList"":[""MX"",""NI"",""DO"",""UY"",""BR"",""SV"",""VE"",""EC"",""CR"",""PR"",""BZ"",""HN"",""GT"",""GQ"",""PE"",""PA"",""CL"",""BO"",""CO"",""PY"",""AR"",""CU""]},{""episodesLaunched"":16,""countryList"":[""EG"",""LA"",""GG"",""GW"",""TG"",""AT"",""KN"",""NP"",""VG"",""TM"",""KH"",""PW"",""GI"",""AZ"",""DZ"",""YT"",""CY"",""IL"",""BG"",""KY"",""JP"",""CD"",""RU"",""LR"",""UM"",""AU"",""IS"",""UZ"",""ZW"",""ES"",""AG"",""TH"",""CF"",""NZ"",""IR"",""SN"",""FR"",""MD"",""JE"",""HK"",""MT"",""SG"",""YE"",""TT"",""SZ"",""IN"",""CA"",""LS"",""AF"",""SE"",""NO"",""BS"",""OM"",""BN"",""GR"",""PH"",""NC"",""MU"",""LT"",""NA"",""TD"",""CG"",""BD"",""VN"",""CK"",""AD"",""EE"",""RE"",""DK"",""RW"",""GF"",""TO"",""LB"",""GM"",""BE"",""SX"",""KE"",""NR"",""VA"",""TV"",""KR"",""TC"",""BM"",""LU"",""GN"",""CC"",""AS"",""JO"",""BL"",""SB"",""SL"",""FJ"",""BI"",""PN"",""SK"",""FO"",""HM"",""FK"",""MF"",""WS"",""AL"",""PM"",""SC"",""PG"",""IT"",""KZ"",""KW"",""GB"",""ZA"",""KI"",""ET"",""FI"",""VC"",""ST"",""RS"",""IM"",""CW"",""MM"",""EH"",""LY"",""SD"",""GA"",""TZ"",""MK"",""NL"",""GL"",""AE"",""PS"",""LK"",""MQ"",""CV"",""MR"",""BQ"",""CZ"",""GY"",""SR"",""SH"",""SA"",""IE"",""TR"",""MH"",""GD"",""TK"",""SS"",""KM"",""NU"",""QA"",""GE"",""IQ"",""TN"",""MW"",""WF"",""RO"",""TW"",""HU"",""NF"",""VI"",""FM"",""SM"",""PK"",""GS"",""HT"",""NE"",""PF"",""CH"",""AQ"",""VU"",""BH"",""MS"",""LV"",""UA"",""BY"",""US"",""MG"",""BT"",""KG"",""BA"",""MA"",""ER"",""ID"",""MO"",""CM"",""DJ"",""AI"",""JM"",""GH"",""GU"",""CI"",""MP"",""ME"",""UG"",""NG"",""DM"",""ZM"",""SI"",""LC"",""ML"",""HR"",""GP"",""SO"",""IO"",""BJ"",""LI"",""MN"",""BF"",""BB"",""TL"",""PL"",""DE"",""AO"",""AW"",""CX"",""PT"",""MC"",""MY"",""MV"",""BW"",""TJ"",""AM"",""MZ""]}]"
8/18/24,Films (English),1,The Union,N/A,60100000,1.8167,33100000,1,FALSE,
8/18/24,Films (English),2,Kingsman: The Secret Service,N/A,33000000,2.1667,15200000,2,FALSE,
8/18/24,Films (English),3,Kingsman: The Golden Circle,N/A,22800000,2.3667,9600000,2,FALSE,
8/18/24,Films (English),4,The Emoji Movie,N/A,11200000,1.45,7700000,1,FALSE,
8/18/24,Films (English),5,Saving Bikini Bottom: The Sandy Cheeks Movie,N/A,9000000,1.45,6200000,3,FALSE,
8/18/24,Films (English),6,Inside the Mind of a Dog,N/A,6200000,1.25,5000000,1,FALSE,
8/18/24,Films (English),7,Night School,N/A,9000000,1.85,4900000,1,FALSE,
8/18/24,Films (English),8,Ferdinand,N/A,8800000,1.8333,4800000,2,FALSE,
8/18/24,Films (English),9,Ambulance,N/A,9300000,2.2667,4100000,1,FALSE,
8/18/24,Films (English),10,Trolls Band Together,N/A,4900000,1.5333,3200000,5,FALSE,
8/18/24,Films (Non-English),1,Mission: Cross,N/A,15500000,1.75,8900000,2,FALSE,
8/18/24,Films (Non-English),2,Lolo and the Kid,N/A,13100000,1.6167,8100000,2,FALSE,
8/18/24,Films (Non-English),3,Phir Aayi Hasseen Dillruba,N/A,9000000,2.2167,4100000,2,FALSE,
8/18/24,Films (Non-English),4,I Can't Live Without You,N/A,4500000,1.6333,2800000,1,FALSE,
8/18/24,Films (Non-English),5,Indian 2,N/A,6900000,2.7667,2500000,2,FALSE,
8/18/24,Films (Non-English),6,Perdida,N/A,3700000,1.7667,2100000,1,FALSE,
8/18/24,Films (Non-English),7,Under Paris,N/A,2400000,1.7333,1400000,11,FALSE,
8/18/24,Films (Non-English),8,Maharaja,N/A,3000000,2.35,1300000,6,FALSE,
8/18/24,Films (Non-English),9,Dancing Village : The Curse Begins,N/A,2100000,2.05,1000000,1,FALSE,
8/18/24,Films (Non-English),10,Borderless Fog,N/A,1700000,1.8667,900000,3,FALSE,
8/18/24,TV (English),1,Emily in Paris,Emily in Paris: Season 4,56500000,2.8333,19900000,1,FALSE,
8/18/24,TV (English),2,American Murder: Laci Peterson,American Murder: Laci Peterson: Season 1,33000000,2.6667,12400000,1,FALSE,
8/18/24,TV (English),3,The Umbrella Academy,The Umbrella Academy: Season 4,42800000,5.6667,7600000,2,FALSE,
8/18/24,TV (English),4,Matt Rife: Lucid - A Crowd Work Special,N/A,4400000,0.9,4900000,1,FALSE,
8/18/24,TV (English),5,Love Is Blind: UK,Love Is Blind: UK: Season 1,34400000,8.5333,4000000,2,FALSE,
8/18/24,TV (English),6,A Good Girl's Guide to Murder,A Good Girl's Guide to Murder: Season 1,17100000,4.6167,3700000,3,FALSE,
8/18/24,TV (English),7,Gabby's Dollhouse,Gabby's Dollhouse: Season 10,4600000,2.4333,1900000,2,FALSE,
8/18/24,TV (English),8,Simone Biles Rising,Simone Biles Rising: Season 1,3200000,1.75,1800000,5,FALSE,
8/18/24,TV (English),9,Emily in Paris,Emily in Paris: Season 1,8500000,4.8167,1800000,5,FALSE,
8/18/24,TV (English),10,Emily in Paris,Emily in Paris: Season 3,9200000,5.5,1700000,6,FALSE,
8/18/24,TV (Non-English),1,Romance in the House,Romance in the House: Limited Series,9700000,0,2600000,2,TRUE,"[{""episodesLaunched"":3,""countryList"":[""MM"",""HK"",""BT"",""SG"",""KR"",""TO"",""BD"",""TV"",""NU"",""NR"",""WS"",""LK"",""UM"",""TH"",""LA"",""CC"",""IN"",""PH"",""TW"",""JP"",""TL"",""VU"",""TK"",""MN"",""PG"",""KI"",""WF"",""SB"",""VN"",""CK"",""AU"",""MY"",""PF"",""NF"",""MV"",""CX"",""PN"",""NZ"",""KH"",""NC"",""MO"",""FJ"",""BN"",""ID"",""NP""]},{""episodesLaunched"":4,""countryList"":[""PK"",""LS"",""CH"",""HR"",""LB"",""LI"",""MA"",""CD"",""VG"",""GW"",""BY"",""US"",""MG"",""UG"",""PW"",""BR"",""GE"",""KN"",""LU"",""BE"",""DO"",""GM"",""ZW"",""SI"",""DM"",""BQ"",""GD"",""LT"",""VI"",""NG"",""SR"",""BL"",""MS"",""DJ"",""RU"",""MW"",""PM"",""TJ"",""FR"",""SZ"",""BM"",""BJ"",""ZM"",""SD"",""IE"",""CF"",""GP"",""SM"",""GL"",""NA"",""BG"",""AO"",""SC"",""AW"",""JM"",""NI"",""IT"",""SA"",""ZA"",""HM"",""SH"",""RO"",""AF"",""YE"",""HN"",""EH"",""CV"",""SE"",""KW"",""CR"",""QA"",""FK"",""BW"",""CZ"",""PY"",""DE"",""TN"",""ET"",""GF"",""AI"",""SO"",""MK"",""GN"",""AL"",""AT"",""TM"",""BB"",""AG"",""NL"",""EG"",""AS"",""GU"",""ST"",""GT"",""MT"",""EE"",""BZ"",""MZ"",""NE"",""OM"",""HT"",""ES"",""TG"",""TR"",""MC"",""VE"",""GH"",""SN"",""IM"",""PE"",""RS"",""FM"",""GB"",""SL"",""MX"",""RW"",""FI"",""TZ"",""SX"",""CU"",""GI"",""RE"",""LR"",""GG"",""CA"",""HU"",""VC"",""DZ"",""SK"",""KZ"",""MQ"",""GS"",""GY"",""BF"",""MU"",""MR"",""IS"",""GR"",""IR"",""JE"",""VA"",""ML"",""AE"",""UY"",""MP"",""KG"",""UZ"",""IQ"",""CO"",""AQ"",""BO"",""ER"",""SS"",""LV"",""AR"",""BA"",""CM"",""UA"",""KM"",""AM"",""FO"",""CI"",""GA"",""IL"",""TD"",""BS"",""BI"",""PS"",""EC"",""KY"",""CW"",""CL"",""AZ"",""TC"",""AD"",""JO"",""CY"",""ME"",""PL"",""SV"",""IO"",""NO"",""PA"",""DK"",""LY"",""TT"",""CG"",""LC"",""BH"",""PR"",""MF"",""YT"",""KE"",""MD"",""MH"",""GQ"",""PT""]}]"
8/18/24,TV (Non-English),2,Tokyo Swindlers,Tokyo Swindlers: Season 1,8400000,6.15,1400000,4,FALSE,
8/18/24,TV (Non-English),3,Shahmaran,Shahmaran: Season 2,6000000,4.5167,1300000,2,FALSE,
8/18/24,TV (Non-English),4,Elite,Elite: Season 8,7600000,6.4333,1200000,4,FALSE,
8/18/24,TV (Non-English),5,Love Next Door,Love Next Door: Limited Series,2700000,2.35,1100000,1,FALSE,
8/18/24,TV (Non-English),6,The Influencer,The Influencer: Season 1,8200000,7.4333,1100000,2,FALSE,
8/18/24,TV (Non-English),7,Miss Night and Day,Miss Night and Day: Limited Series,14700000,0,1000000,9,TRUE,"[{""episodesLaunched"":16,""countryList"":[""ES"",""CC"",""BI"",""UM"",""PT"",""SM"",""HK"",""HT"",""RO"",""CK"",""EE"",""AQ"",""CX"",""BY"",""FR"",""ZM"",""SK"",""SR"",""GF"",""MW"",""TD"",""LK"",""FM"",""JP"",""NC"",""HU"",""GE"",""EH"",""VU"",""AF"",""MT"",""NO"",""AL"",""TV"",""TZ"",""SH"",""AM"",""FI"",""MO"",""JM"",""CI"",""SE"",""ST"",""GY"",""LT"",""MQ"",""FJ"",""UG"",""IE"",""SB"",""ML"",""VA"",""CF"",""GS"",""GB"",""CV"",""TH"",""LU"",""TK"",""SA"",""US"",""IL"",""BS"",""BN"",""CG"",""AG"",""KW"",""TO"",""CM"",""MU"",""IQ"",""ME"",""ET"",""QA"",""SZ"",""SN"",""GP"",""SO"",""IM"",""AI"",""MH"",""BF"",""TC"",""BJ"",""SL"",""DZ"",""MR"",""IT"",""PM"",""GH"",""MG"",""LV"",""MN"",""GR"",""DK"",""AW"",""BL"",""KM"",""FK"",""JE"",""VG"",""PN"",""JO"",""TW"",""MF"",""MD"",""AE"",""KR"",""SD"",""EG"",""AO"",""YE"",""ID"",""BQ"",""PK"",""TG"",""NU"",""VC"",""BG"",""BE"",""CD"",""GI"",""TN"",""IS"",""MS"",""MP"",""IO"",""PL"",""AD"",""GA"",""PG"",""RW"",""GG"",""DE"",""WS"",""GL"",""BA"",""KI"",""MM"",""VN"",""HM"",""BT"",""CH"",""BB"",""CA"",""MK"",""ZW"",""NE"",""NL"",""MZ"",""TR"",""UA"",""GM"",""ER"",""NG"",""NZ"",""CW"",""KG"",""SC"",""PH"",""TJ"",""LY"",""CZ"",""CY"",""KH"",""FO"",""AS"",""PW"",""GD"",""LB"",""YT"",""DJ"",""KZ"",""TL"",""SS"",""OM"",""NP"",""BM"",""MY"",""BH"",""TT"",""ZA"",""NA"",""LA"",""UZ"",""GU"",""LI"",""RE"",""IR"",""VI"",""PF"",""HR"",""RU"",""KE"",""AT"",""AU"",""LR"",""WF"",""GN"",""IN"",""SG"",""KN"",""SI"",""LS"",""NF"",""BW"",""PS"",""DM"",""MV"",""KY"",""AZ"",""RS"",""SX"",""NR"",""LC"",""MC"",""TM"",""MA"",""BD"",""GW""]},{""episodesLaunched"":12,""countryList"":[""PE"",""PY"",""HN"",""CR"",""CO"",""SV"",""GT"",""MX"",""DO"",""VE"",""GQ"",""NI"",""AR"",""BO"",""CU"",""PA"",""BR"",""EC"",""BZ"",""CL"",""UY"",""PR""]}]"
8/18/24,TV (Non-English),8,KENGAN ASHURA,KENGAN ASHURA: Season 2,11600000,11.8167,1000000,3,FALSE,
8/18/24,TV (Non-English),9,Dear Child,Dear Child: Limited Series,4500000,4.8167,900000,9,FALSE,
8/18/24,TV (Non-English),10,Shahmaran,Shahmaran: Season 1,6100000,6.9,900000,4,FALSE,
8/11/24,Films (English),1,Saving Bikini Bottom: The Sandy Cheeks Movie,N/A,19500000,1.45,13400000,2,FALSE,
8/11/24,Films (English),2,Ferdinand,N/A,13300000,1.8333,7300000,1,FALSE,
8/11/24,Films (English),3,Kingsman: The Secret Service,N/A,15000000,2.1667,6900000,1,FALSE,
8/11/24,Films (English),4,Jack Reacher: Never Go Back,N/A,12700000,1.9667,6500000,5,FALSE,
8/11/24,Films (English),5,Law Abiding Citizen,N/A,10500000,1.8167,5800000,1,FALSE,
8/11/24,Films (English),6,Kingsman: The Golden Circle,N/A,11400000,2.3667,4800000,1,FALSE,
8/11/24,Films (English),7,The Bad Guys,N/A,7700000,1.6667,4600000,4,FALSE,
8/11/24,Films (English),8,Jack Reacher,N/A,9700000,2.1667,4500000,3,FALSE,
8/11/24,Films (English),9,Trolls Band Together,N/A,6400000,1.5333,4200000,4,FALSE,
8/11/24,Films (English),10,PAW Patrol: The Mighty Movie,N/A,6100000,1.4667,4200000,2,FALSE,
8/11/24,Films (Non-English),1,Mission: Cross,N/A,7800000,1.75,4500000,1,FALSE,
8/11/24,Films (Non-English),2,Borderless Fog,N/A,7600000,1.8667,4100000,2,FALSE,
8/11/24,Films (Non-English),3,Phir Aayi Hasseen Dillruba,N/A,8100000,2.2167,3700000,1,FALSE,
8/11/24,Films (Non-English),4,Lolo and the Kid,N/A,5600000,1.6167,3500000,1,FALSE,
8/11/24,Films (Non-English),5,Maharaja,N/A,4200000,2.35,1800000,5,FALSE,
8/11/24,Films (Non-English),6,Kung Fu Hustle,N/A,2900000,1.65,1800000,3,FALSE,
8/11/24,Films (Non-English),7,Indian 2,N/A,4800000,2.7667,1700000,1,FALSE,
8/11/24,Films (Non-English),8,Under Paris,N/A,2700000,1.7333,1600000,10,FALSE,
8/11/24,Films (Non-English),9,Non Negotiable,N/A,2200000,1.45,1500000,3,FALSE,
8/11/24,Films (Non-English),10,Savi,N/A,3100000,2.05,1500000,3,FALSE,
8/11/24,TV (English),1,A Good Girl's Guide to Murder,A Good Girl's Guide to Murder: Season 1,38900000,4.6167,8400000,2,FALSE,
8/11/24,TV (English),2,The Umbrella Academy,The Umbrella Academy: Season 4,47500000,5.6667,8400000,1,FALSE,
8/11/24,TV (English),3,Simone Biles Rising,Simone Biles Rising: Season 1,6500000,1.75,3700000,4,FALSE,
8/11/24,TV (English),4,Love Is Blind: UK,Love Is Blind: UK: Season 1,14400000,4.0167,3600000,1,FALSE,
8/11/24,TV (English),5,Gabby's Dollhouse,Gabby's Dollhouse: Season 10,7300000,2.4333,3000000,1,FALSE,
8/11/24,TV (English),6,Joe Rogan: Burn the Boats,N/A,3200000,1.1167,2900000,2,FALSE,
8/11/24,TV (English),7,Unsolved Mysteries,Unsolved Mysteries: Volume 4,10600000,3.9,2700000,2,FALSE,
8/11/24,TV (English),8,Cobra Kai,Cobra Kai: Season 6,7800000,3.2,2400000,4,FALSE,
8/11/24,TV (English),9,Too Hot to Handle,Too Hot to Handle: Season 6,14100000,9.1833,1500000,4,FALSE,
8/11/24,TV (English),10,Vikings: Valhalla,Vikings: Valhalla: Season 3,8200000,6.4,1300000,5,FALSE,
8/11/24,TV (Non-English),1,Elite,Elite: Season 8,12500000,6.4333,1900000,3,FALSE,
8/11/24,TV (Non-English),2,Miss Night and Day,Miss Night and Day: Limited Series,22300000,0,1500000,8,TRUE,"[{""episodesLaunched"":16,""countryList"":[""FK"",""NC"",""ER"",""CH"",""YT"",""PN"",""IS"",""BE"",""PH"",""BW"",""KI"",""MG"",""LB"",""BI"",""CI"",""FM"",""US"",""SZ"",""BB"",""GL"",""HT"",""LV"",""LY"",""KG"",""CX"",""PG"",""AT"",""SH"",""LT"",""UA"",""AI"",""MN"",""LR"",""UM"",""AE"",""YE"",""MO"",""SN"",""PM"",""KW"",""GY"",""MM"",""CV"",""OM"",""SE"",""SG"",""HK"",""TC"",""LK"",""TR"",""BD"",""HU"",""CF"",""GR"",""AF"",""CC"",""GP"",""AS"",""JP"",""ES"",""MU"",""AQ"",""NE"",""TO"",""FI"",""HR"",""SX"",""VG"",""JE"",""PF"",""CA"",""NG"",""VI"",""DK"",""MV"",""MT"",""KN"",""ZM"",""TL"",""GB"",""CW"",""PL"",""ML"",""BT"",""EG"",""MW"",""RS"",""VU"",""SA"",""AZ"",""DE"",""GH"",""GF"",""MC"",""IT"",""SK"",""SI"",""NF"",""BF"",""PT"",""SB"",""CM"",""JM"",""TH"",""CG"",""GA"",""TT"",""FO"",""MZ"",""BQ"",""KY"",""PS"",""BJ"",""HM"",""MY"",""MD"",""IO"",""BH"",""IN"",""ZW"",""BY"",""KH"",""IE"",""GI"",""SR"",""NU"",""TV"",""AW"",""TN"",""DZ"",""AG"",""JO"",""EE"",""TG"",""BM"",""BA"",""RO"",""RW"",""GE"",""MQ"",""AL"",""LI"",""LC"",""TM"",""IQ"",""CY"",""VN"",""BL"",""ME"",""MK"",""SL"",""IM"",""TK"",""VC"",""QA"",""WS"",""BS"",""VA"",""LS"",""MP"",""DM"",""ST"",""AO"",""EH"",""IR"",""GG"",""CZ"",""MF"",""SO"",""BG"",""FR"",""TW"",""NP"",""KZ"",""DJ"",""LA"",""SD"",""IL"",""PK"",""LU"",""TD"",""NR"",""SS"",""NO"",""FJ"",""GS"",""TJ"",""RU"",""SC"",""WF"",""AD"",""MH"",""MR"",""AM"",""CK"",""PW"",""GU"",""BN"",""MA"",""ET"",""NL"",""TZ"",""ZA"",""GD"",""KM"",""CD"",""GM"",""GW"",""KR"",""ID"",""GN"",""UG"",""AU"",""KE"",""MS"",""SM"",""RE"",""NZ"",""UZ"",""NA""]},{""episodesLaunched"":10,""countryList"":[""CU"",""GT"",""PA"",""UY"",""AR"",""DO"",""GQ"",""BO"",""CR"",""BR"",""BZ"",""PE"",""PY"",""HN"",""MX"",""CL"",""NI"",""SV"",""EC"",""CO"",""PR"",""VE""]}]"
8/11/24,TV (Non-English),3,Tokyo Swindlers,Tokyo Swindlers: Season 1,7800000,6.15,1300000,3,FALSE,
